"","ID","Model.1.R.2","Model.2.R.2","Model.3.R.2","Model.4.R.2","Model.5.R.2","Model.6.R.2","Model.7.R.2","Model.8.R.2","Model.1.BIC","Model.2.BIC","Model.3.BIC","Model.4.BIC","Model.5.BIC","Model.6.BIC","Model.7.BIC","Model.8.BIC","Pop_Size_units","Temp_C","Medium","Species","Repeat","Citation","N05","Nmax5","Rmax5","Tlag5","N06","Nmax6","Rmax6","Tlag6","N07","Nmax7","Rmax7","Tlag7","N08","Nmax8","Rmax8","Tlag8","Model5score","Model6score","Model7score","Model8score","Model5total","Model6total","Model7total","Model8total"
"91",29537,0.927,0.983,0.993,0.994,0.503,0.99,0.997,0.996,87.44,64.38,50.14,50.36,124.8,56.71,37.95,39.95,"N",16,"MRS broth","Lactobacillus plantarum",1,"Silva, A.P.R.D., Longhi, D.A., Dalcanton, F. and Aragão, G.M.F.D., 2018. Modelling the growth of lactic acid bacteria at different temperatures. Brazilian Archives of Biology and Technology, 61.",2.79176692693666e-05,29.5055480007022,0.286695439457609,0.000482572635632483,6.08756047340758,32.5298666707742,0.833690566012984,9.29947836979543,6.38171678259306,30.3112943977603,0.680045542198226,4.37392868057014,6.40381843744751,30.32599885841,0.673973906148389,4.16158226307582,0,0,5,3,0,68.09,107.61,101.61
"92",29737,0.653,0.909,0.975,0.992,0.984,0.991,0.928,0.985,-44.11,-64.11,-83.35,-99.9,-93.24,-100.5,-65.07,-91.75,"OD_595",35,"TSB","Pseudomonas.fluorescens",1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",0.0212890290403374,0.241909942888255,0.254005440032668,0.00438872524582999,0,0.241909942888255,0.0297021463963912,0.00455158653553742,0.0292571793299742,0.256564348736902,0.0402262884600565,0,0.00769439178848548,0.241909942888255,0.0291644195413899,0.34574289564865,1,5,0,1,29.66,51.44,0,26.68
"93",30124,0.391,0.807,0.938,0.977,0.96,0.963,0.727,0.953,-39.48,-62.77,-85.89,-105.9,-99.04,-97.65,-51.7,-92.35,"OD_595",15,"TSB","Pseudomonas.fluorescens",2,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",0.027503238468204,0.346154522027335,0.0652646922814156,0.00895260855511793,0.00886960197224593,0.346154522027335,0.012928112564113,5.58450228939228,0.0745101198670037,0.354756063447275,0.00935263384778731,0,0.0268767783056007,0.346154522027335,0.00777430247877168,0,5,5,0,1,55.42,51.25,0,40.65
"95",30346,0.983,0.985,0.997,0.997,0.933,0.993,0.998,0.998,15.42,16.5,1.845,3.682,31.7,11.09,0.9087,0.9272,"CFU",2,"Salted Chicken Breast","Staphylococcus spp.",1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",0.107616112449196,8.92981297428295,0.0161252340482191,0.108327219459612,1.01992387581548,9.84511880414696,0.0565196794344576,152.144083738047,0.943292100140343,9.44073716482608,0.0466711773640944,121.900302451012,1.0008531034944,9.3763036229971,0.0459431172996462,121.03896689688,0,0,5,5,0,20.61,40.9911,40.9356
"96",30397,0.801,0.958,0.958,0.966,0.969,0.969,0.958,0.957,45.52,29.43,31.88,31.86,25.61,28.13,31.78,32.02,"CFU",7,"TGE agar","Arthrobacter sp. 62",1,"Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555.",1.19610580874263,9.38636327050339,0.02080770974143,0.354392198029946,0.880005635116527,9.62355026983082,0.0993995362970105,1.6260162601626,1.64864219761413,9.37794585425523,0.0773462496292156,1.6260162601626,1.69800749302485,9.38073996043673,0.0761275778711244,1.6260162601626,5,3,1,1,15.1,7.54000000000001,0.240000000000002,0
"97",30439,0.993,0.994,0.997,0.998,0.227,0.994,0.997,0.997,-1.105,-0.3803,-3.647,-4.246,33.63,1.207,-3.798,-3.684,"N",12,"Vacuum Beef Striploins","Salmonella Typhimurium",1,"Gill, C.O. and DeLacy, K.M., 1991. Growth of Escherichia coli and Salmonella typhimurium on high-pH beef packed under vacuum or carbon dioxide. International journal of food microbiology, 13(1), pp.21-30.",4.02357456391275,9.91558357482571,2.0822725507134,2.02264888399949,5.46567742152183,10.9319308912453,3.12062851234675,0.736621197346108,5.47563989395847,10.8207167622452,2.59735520934534,0.475757282095141,5.48525012819678,10.411362753567,2.52242044156326,0.417539251464859,0,3,5,5,0,32.423,42.547,42.205
"98",30715,0.94,0.989,0.991,0.991,-0.947,0.977,0.988,0,14.48,1.168,2.2,4.397,47.95,10.01,4.322,0,"N",10,"C02 Beef Striploins","Escherichia coli",1,"Gill, C.O. and DeLacy, K.M., 1991. Growth of Escherichia coli and Salmonella typhimurium on high-pH beef packed under vacuum or carbon dioxide. International journal of food microbiology, 13(1), pp.21-30.",4.24896047835108,10.5083903185823,0.916867295174266,2.58102615524965,6.65237860774885,11.5855003262369,1.31662381200607,3.94523249256171,6.60206396692554,11.5855003262369,1.19046879141464,3.57614978137628,0,0,0,0,0,0,3,5,0,37.94,49.316,62.282
"99",31215,0.909,0.957,0.996,1,0.949,0.972,0.989,0.99,25.97,23.3,10.79,-0.1137,24.28,22.5,16.69,16.6,"CFU",4,"Cooked Chicken Breast","Aerobic Mesophilic.",1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",0.00921386644434778,12.8824632823965,0.0269691522985175,0.0250373577322307,0.962549188309586,14.2029157688421,0.127597205222946,168.044359676088,1.17597791804219,12.8824632823965,0.113079169807734,162.273936863679,1.21641235814083,12.8824632823965,0.112289334968001,162.376840892744,1,3,5,5,0,1.78,13.4,13.67
"100",31227,0.533,0.98,0.994,0.996,0.845,0.85,0.848,0.859,-8.176,-58.52,-75.52,-78.88,-24.04,-21.8,-21.57,-22.85,"OD_595",25,"TSB","Clavibacter.michiganensis..RDA.R.",1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",0.0457122496834324,0.617708197056065,0.139519821068532,0.0234193642558793,0.0185550783986114,0.617708197056065,0.0476310726151484,3.31067966244459,0,0.617708197056065,0.0823973999300694,3.31067966244459,0.0190081258958134,0.617708197056065,0.0348535559595264,0.713283057557806,5,3,3,5,5.9,0.23,0,2.33
"101",31574,0.851,0.986,0.994,0.996,0.981,0.995,0.991,0.988,23.52,10.99,8.148,6.975,12.85,7.025,9.964,12.09,"CFU",4,"Raw Chicken Breast","Aerobic Psychotropic.",1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",0.128278867320566,10.068156391899,0.0207824821747761,0.102990428544315,2.63147517670535,10.2061737326728,0.121341683695844,172.046422843931,2.65033653797869,9.96466130064709,0.102849520381915,163.997278852447,0.0112993948479818,9.95406913225523,0.088171910607935,78.2045353153616,3,5,3,3,0,13.829,5.012,0.76
"102",31867,0.946,0.949,0.995,0.995,0.95,0.989,0.995,0.995,31.01,32.81,12.63,14.53,32.46,19.86,11.22,12.41,"CFU",15,"Raw Chicken Breast","Aerobic Psychotropic.",1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",0.0941146178973366,10.1073429648143,0.102899253926213,0.0902337616835494,1.33239368453041,11.0666649064818,0.461227265539504,27.9586151061095,1.3205900973025,10.5956452167542,0.390199885439876,24.8909630498854,1.28505100927372,10.539680863316,0.37250805670753,23.4721330574837,0,1,5,5,0,12.6,31.07,27.5
"103",32024,0.901,0.901,0.995,0.995,0.984,0.994,0.999,0.998,37.58,40.05,6.257,8.152,18.21,8.799,-10.66,-3.351,"CFU",7,"Salted Chicken Breast","Pseudomonas spp.",1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",0.152756459396829,8.12641431367883,0.0245902343883684,0.0671028962959971,1.15893707831879,8.26514919372932,0.129588178729162,110.552073275487,1.14653284956164,7.74672687788569,0.111934690905189,103.513171020939,1.1395000994358,7.72761043574737,0.104522044805998,97.6985964687861,0,0,5,1,0,9.411,55.638,33.711
"104",32173,0.762,0.915,0.996,0.996,0.991,0.992,0.994,0.994,29.48,25.1,8.357,10.15,11.88,12.78,10.97,11.09,"N",15,"Pasteurised Double Cream","Serratia marcescens",1,"Phillips, J.D. and Griffiths, M.W., 1987. The relation between temperature and growth of bacteria in dairy products. Food Microbiology, 4(2), pp.173-185.",0.436089409708199,11.1718814990926,0.00383129391610064,0.173379821227121,1.19024190469129,11.1595727687755,0.0270247551168064,452.79105555876,1.01703088424188,11.0020229947002,0.0221787666386906,369.692379805654,1.00769434715229,11.0050887730659,0.0220624186789942,365.929840611555,5,5,5,5,0.899999999999999,0,2.84,2.48
"105",33392,0.926,0.95,0.983,0.997,0.988,0.993,0.994,0.987,24.65,23.67,17.21,5.859,12.42,10.17,8.605,14.93,"CFU",4,"Raw Chicken Breast","Staphylococcus spp.",1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",0.208609965963062,8.28596568337257,0.0139432308917142,0.0971250123585385,1.04036279479957,8.65042542338363,0.0682807753006171,159.734905005742,1.09686315351645,7.9576495339549,0.0637866240041647,155.961916570104,1.25860887813119,8.12589606265424,0.0527346537465738,144.632510383644,3,5,5,1,2.51,7.01,11.705,0
"106",34037,0.931,0.94,0.984,0.992,0.368,0.998,0.998,0.999,25.55,26.53,17.8,14.3,45.37,2.44,0.7163,-1.618,"N",12,"C02 Beef Striploins","Spoilage",1,"Gill, C.O. and DeLacy, K.M., 1991. Growth of Escherichia coli and Salmonella typhimurium on high-pH beef packed under vacuum or carbon dioxide. International journal of food microbiology, 13(1), pp.21-30.",1.68919230637877,13.0019091745883,1.51644464961622,2.23830839922516,6.61285580544938,13.6570358117881,5.20886011187173,2.14096553136757,6.61523657668837,13.5354963272688,4.22218609301577,1.95558917606081,6.65384693833108,13.5355496931814,4.08073784063857,1.8971716747238,0,3,3,5,0,42.93,46.3774,53.3803
"107",34444,0.905,0.944,0.989,0.991,0.975,0.997,0.993,0.988,44.37,39.69,20.13,18.63,28.12,2.723,13.72,21.3,"CFU",7,"Cooked Chicken Breast","Staphylococcus spp.",1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",0.0671863086459949,8.59507100566742,0.0229769501588708,0.042430319605498,1.03663059248407,9.209538657726,0.110194634108384,145.594163541368,1.04290887935372,8.36808918111623,0.095491185889772,136.16131750182,1.01054479547847,8.77098919783428,0.0820013019978394,122.157866949415,0,5,0,0,0,54.971,21.98,6.82
"108",35861,0.586,0.697,0.708,0.723,0.422,0.237,0.703,-28.2,-115.1,-117.3,-115.1,-113.2,-107,-99.79,-114.9,-41.48,"CFU",37,"TGE agar","Arthrobacter sp. 62",1,"Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555.",1.89937951960444,1.92261935086741,0.0032104841578236,0.00644268432005423,1.92629049469416,1.91028302033245,0.0032104841578236,479.674796747967,1.90702614703228,1.92889087656412,0.0141500559169943,479.674796747967,1.8977179435018,2.02260501942887,0.0032104841578236,479.674796747967,1,0,5,0,72.73,58.31,96.43,0
"109",36038,0.928,0.967,0.994,0.995,0.995,0.992,0.967,0.996,-133.8,-153.2,-198.3,-203.1,-205.3,-189.4,-149.8,-207.9,"OD_595",5,"TSB","Stenotrophomonas.maltophilia..RDA.R.",1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",0.0080640608278869,0.21102124061203,0.0122898221045172,0.00100682548219816,0.0104503817857671,0.217575786684072,0.00148769808347024,108.708178229822,0,0.219120600753394,0.00689159995881398,167.625256490045,0.0075958840841305,0.205441248720475,0.00116230482751942,67.7871282847967,3,0,0,5,71.4,39.6,0,79.2
"110",36093,0.945,0.965,0.995,0.995,0.955,0.998,0.997,0.996,44.12,40.62,16.02,17.63,44.11,5.247,10.11,11.3,"CFU",7,"Salted Chicken Breast","Aerobic Mesophilic.",1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",0.0384615817075291,10.5046121913454,0.0346559095620523,0.0439360905438763,1.15951439295485,11.5813349409584,0.147924284885008,102.912563073269,1.18286301490317,10.7625059870881,0.121852782506238,91.3766712580813,1.20878899893323,10.7365959535363,0.119661249108206,90.3660510387271,0,5,3,1,0,49.779,35.19,32.81
"111",36273,0.942,0.999,0.999,0.999,0.504,0.998,0.993,0.992,94.09,22.28,21.12,14.27,140.1,28.89,58.61,60.25,"N",8,"MRS broth","Weissella viridescens",1,"Silva, A.P.R.D., Longhi, D.A., Dalcanton, F. and Aragão, G.M.F.D., 2018. Modelling the growth of lactic acid bacteria at different temperatures. Brazilian Archives of Biology and Technology, 61.",1.88929184131306,27.2721320695151,0.0849314502366524,2.67361086230374,4.01489027711604,29.3201846463283,0.294168492931495,0,5.79143524015204,27.7611878159874,0.228550841356733,0,5.89519577361892,27.8572564492709,0.226053250762001,0.383385837318955,0,5,0,0,0,172.29,83.13,79.85
"112",36400,0.958,0.977,0.989,0.998,0.985,0.995,0.987,0.987,20.06,17.33,13.85,1.286,14.11,7.094,14.86,15.1,"CFU",15,"Salted Chicken Breast","Aerobic Mesophilic.",1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",0.113889567711781,8.63880059948418,0.0884757986790725,0.0601446793480646,0.927609870040884,9.51659171873535,0.374633448012468,28.4127312217744,1.10592062092903,8.87517847500907,0.318156621066531,26.8325035783566,1.2747843132157,9.06342068450986,0.304037439370754,27.3247146994585,1,5,1,1,1.74,22.788,0.24,0
"113",36930,0.968,0.994,0.996,0.996,0.961,0.996,0.994,0.993,28.13,12.87,10.89,11.78,32.47,10.1,14.97,15.42,"CFU",15,"Cooked Chicken Breast","Staphylococcus spp.",1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",0.126975063056496,10.2592868176624,0.0862690381288362,0.0949614124736817,0.514600038492542,11.3108637164728,0.335666906263987,20.7299535142527,0.413674697548736,10.4005967336442,0.287948761802365,15.8450819815932,1.21622856866246,10.3659958655178,0.289761573081979,22.3971344790061,0,5,3,3,0,32.56,17.95,17.05
"114",36963,0.385,0.385,0.481,0.705,-0.298,0.701,0.71,0.704,45.5,47.9,48.44,44.63,56.12,42.37,42.04,42.27,"N",32,"ESAW","Tetraselmis tetrahele",2,"Bernhardt, J.R., Sunday, J.M. and O’Connor, M.I., 2018. Metabolic theory and the temperature-size rule explain the temperature dependence of population carrying capacity. The American naturalist, 192(6), pp.687-697.",8.64693080940398,11.8662912337818,0.014675395509291,2.84935269696902,8.6788709875234,11.8662912337818,0.143560343186666,256.407163112224,8.61751827612758,11.8662912337818,0.197486298740561,265.337371075841,8.7679564319244,11.8662912337818,0.0966299275039461,248.221653452299,0,5,5,5,0,13.75,14.64,13.95
"115",37154,0.953,0.978,0.983,0.984,0.976,0.985,0.983,0.981,-6.648,-10.18,-10.03,-8.529,-9.569,-10.74,-10.03,-9.041,"DryWeight",25,"Z8","Oscillatoria agardhii StrainCYA 128",1,"Sivonen, K., 1990. Effects of light, temperature, nitrate, orthophosphate, and bacteria on growth of and hepatotoxin production by Oscillatoria agardhii strains. Appl. Environ. Microbiol., 56(9), pp.2658-2666.",1.4159358856694,2.8636771872105,0.00578852590093044,0.0805095700538868,1.40690801769009,2.82946678989116,0.00903349989781772,11.5941292954373,1.47187505337406,2.78960867165111,0.0112487178468348,56.0262850519211,1.5046194519801,2.72731160686714,0.00706456065553479,10.5794441155091,5,5,5,5,0.528,3.58,1.45,0
"116",38277,0.753,0.961,0.973,0.976,0.985,0.988,0.987,0.987,50.93,29.35,27.37,28.22,16.65,16.8,18.23,17.48,"CFU",7,"TGE agar","Arthrobacter sp. 77",1,"Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555.",1.44635613095761,8.95681898623309,0.0219196132220684,0.213304811472445,1.70297601761803,8.94430456573857,0.128573984845479,27.6140481138592,1.8026051819077,8.82379633287027,0.114695986580093,24.6649506964373,1.89457155183445,8.81889673637799,0.112343281552758,24.6182623688678,5,5,5,5,2.56000000000001,2.11,0,0.75
"118",38869,0.866,0.967,0.981,1,0.961,0.995,0.997,0.991,29.53,21.6,19.59,-8.546,22.82,10.51,7.667,14.75,"N",6,"UHT Full-fat Milk","Serratia marcescens",1,"Phillips, J.D. and Griffiths, M.W., 1987. The relation between temperature and growth of bacteria in dairy products. Food Microbiology, 4(2), pp.173-185.",0.0192380965975527,9.89257677080298,0.00108324002856738,0.0358260344666274,1.42965494434316,10.5143295550001,0.0060466538548766,4608.17894245951,1.43153952280087,10.0114280023431,0.00500366578170609,4387.83052740682,1.28510217067698,10.0136471952382,0.00428879969032197,3865.56569442977,0,3,5,1,0,16.55,25.079,8.07
"120",39815,0.914,0.976,0.988,0.993,0.984,0.992,0.994,0.99,32.2,22.76,19.14,16.05,19.37,14.78,12.95,17.37,"CFU",15,"Raw Chicken Breast","Aerobic Mesophilic.",1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",0.122059938324085,10.1318380447561,0.102468392761292,0.0624555770663825,1.47951321059964,10.6471598571174,0.534105009297763,28.2394078785609,1.52376017940231,10.1387653445101,0.46070554958909,26.2947818329061,0.0332241306836203,10.1227287494853,0.419097925057323,15.4960116395534,1,5,5,3,0,7.18,12.67,2
"121",39890,0.558,0.909,0.933,0.952,0.926,0.988,0.935,0.989,-30.81,-73.25,-78.79,-85.39,-79.41,-129.8,-79.48,-132.1,"OD_595",5,"TSB","Pantoea.agglomerans..RDA.R.",1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",0.00842209422890936,0.556026849422677,0.0281925209525762,0.00608188612571428,0,0.504332743240523,0.0100473007286616,73.462545835516,0,0.504332743240523,0.0191010476149641,73.462545835516,0.0203683250731824,0.504332743240523,0.00780735203553628,73.462545835516,0,3,0,5,0,100.71,0.0700000000000074,107.61
"122",39938,0.676,0.928,0.959,0.965,0.984,0.983,0.908,0.981,-25.44,-42.44,-47.24,-46.55,-62.27,-58.84,-36.63,-57.47,"OD_595",25,"TSB","Stenotrophomonas.maltophilia..RDA.R.",1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",0.00951625130067176,0.285295506532294,0.231286268417311,0.00370214699924054,0.0220035174641098,0.285295506532294,0.0398520566921918,7.13359011306273,0.00717308555217443,0.306557877523589,0.0329700460593256,0,0.0189949326238722,0.285295506532294,0.0284805151013297,5.03304995327807,5,3,0,3,33.87,23.58,0,20.84
"123",40519,0.779,0.873,0.923,0.96,0.883,0.896,0.925,0.874,-27.69,-33.77,-39.05,-46.77,-34.99,-34.24,-39.39,-31.08,"OD_595",35,"TSB","Acinetobacter.clacoaceticus",1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",0.0895760893168606,0.502140002728446,0.121829254667939,0.0244845765873386,0.0320071721487822,0.502140002728446,0.0420790614294677,0,0.0589867583539233,0.502140002728446,0.0586504601160951,0,0.0305145944558616,0.502140002728446,0.0729926038603787,1.73979554521462,3,3,5,1,4.66,3.16,17.86,0
"124",40609,0.779,0.932,0.949,0.988,0.96,0.932,0.886,0.944,-10.44,-27.56,-29.62,-51.46,-36.49,-24.87,-15.97,-28.06,"OD_595",25,"TSB","Pectobacterium.carotovorum.subsp..Carotovorum.Pcc2",1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",0.0071304934522057,0.737224833952676,0.113528808671152,0.00808408056857129,0,0.737224833952676,0.034355663945068,9.91979393533256,0,0.737224833952676,0.045718195585691,9.91979393533256,0,0.737224833952676,0.0296372587292137,9.91979393533256,5,0,0,1,40.57,8.9,0,15.28
"125",40732,0.26,0.672,0.879,0.941,0.833,0.833,0.811,0.832,-22.98,-32.49,-44.7,-52.77,-42.58,-39.87,-38.02,-39.8,"OD_595",35,"TSB","Pseudomonas.fluorescens",2,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",0.0243698985408701,0.331355527066958,0.347923303420306,0.0160412065650062,0.05196847268593,0.331355527066958,0.0778763507921994,4.11304058171749,0,0.331355527066958,0.180149631109289,2.91262014204632,0.0455190034762011,0.331355527066958,0.0632764702545591,3.04675416608256,5,3,3,3,10.05,1.91999999999999,0,1.77999999999999
"126",40757,0.952,0.955,0.995,0.996,0.925,0.993,0.995,0.996,12.04,13.67,-2.451,-1.142,17.74,1.084,-2.689,-4.437,"CFU",37,"TGE agar","Arthrobacter aurescens",1,"Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555.",1.15123642429713,5.51065200559556,0.0255220439492097,0.370920337996707,1.78956399431812,5.84310093816571,0.0773520957984869,46.3917525773196,1.77335219874197,5.55712495781368,0.0739850527825284,46.3917525773196,1.90823829846013,5.51096424379098,0.0668916316007163,46.3917525773196,0,3,5,5,0,16.656,24.202,29.446
"127",40844,0.899,0.994,0.997,0.999,0.696,0.997,0.997,0.997,78.7,41.87,34.93,20.21,96.73,33.07,33.24,33.47,"N",30,"MRS broth","Weissella viridescens",1,"Silva, A.P.R.D., Longhi, D.A., Dalcanton, F. and Aragão, G.M.F.D., 2018. Modelling the growth of lactic acid bacteria at different temperatures. Brazilian Archives of Biology and Technology, 61.",0.00131117113374422,29.0109175895985,1.37382485669302,0.0118247509056212,5.07720336765657,31.490060588702,3.96769951712676,1.29339196879883,5.48521717643843,30.265578149225,3.05534997434168,0,5.49317754727589,30.276533938507,3.04966241724574,0,0,5,5,5,0,64.23,63.72,63.26
"128",40995,0.504,0.86,0.981,0.994,0.935,0.94,0.94,0.925,-31,-47.3,-74.22,-88.14,-58.87,-57.31,-57.33,-53.89,"OD_595",35,"TSB","Stenotrophomonas.maltophilia",1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",0.0371296860636926,0.294016401105543,0.222056278887535,0.0122505027905297,0.00967430859715923,0.294016401105543,0.0361729994260151,0,0.0160960424003926,0.294016401105543,0.104404608376932,1.75059403683551,0.0438174076097056,0.294016401105543,0.0223024847667149,0.00116539564983819,5,5,5,3,8.07999999999999,3.42,3.45999999999999,0
"129",41147,0.918,0.963,0.977,1,0.504,0.996,0.993,0.992,16.89,13.98,12.95,-11.43,29.48,2.131,5.673,6.865,"N",10,"Vacuum Beef Striploins","Escherichia coli",1,"Gill, C.O. and DeLacy, K.M., 1991. Growth of Escherichia coli and Salmonella typhimurium on high-pH beef packed under vacuum or carbon dioxide. International journal of food microbiology, 13(1), pp.21-30.",5.19396421079249,10.901661899078,2.28045238620482,2.19930878713653,5.70975924914084,11.3583632639366,6.11704734904828,0.737694815778029,5.70413102219144,11.1283145401088,5.28994958749839,0.636328267125019,5.71275505993331,11.1576978646889,4.81151617556431,0.555859617870036,0,5,3,3,0,35.625,24.999,22.615
"130",41217,0.932,0.998,0.998,0.998,0.606,0.992,0.979,0.983,16.34,-2.115,-1.872,-0.2073,28.72,6.953,12.9,11.8,"N",10,"Vacuum Beef Striploins","Spoilage",1,"Gill, C.O. and DeLacy, K.M., 1991. Growth of Escherichia coli and Salmonella typhimurium on high-pH beef packed under vacuum or carbon dioxide. International journal of food microbiology, 13(1), pp.21-30.",6.78739357371367,13.0833199468155,2.74165177355382,2.06891829026259,6.86025197864739,13.9022292907372,5.08615164365644,0,7.56506457146249,13.6424895661508,3.66859025351165,0,7.4096026807106,13.5261840529569,4.03189738503543,0.00312415177695653,0,5,3,3,0,32.561,15.82,18.02
"131",41537,0.936,0.994,0.994,0.997,0.599,0.994,0.994,0.983,-112.3,-178.2,-175.2,-189.8,-55.58,-173.2,-173.4,-144,"OD_595",5,"TSB","Chryseobacterium.balustinum",1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",7.56657724574562e-06,0.344702784640209,0.0727927777849126,5.27006685828116e-05,0,0.38003482006583,0.00199007656218591,11.5088486498851,0,0.373327527013191,0.00615679643724354,95.1807228915663,0.00750755313212359,0.344702784640209,0.00175403587962268,4.25676954444985,0,5,5,0,0,146.82,147.42,88.42
"133",42557,0.976,0.992,0.997,0.997,0.995,0.994,0.99,0.995,-136,-163.1,-188.6,-185.4,-175.9,-167.7,-153.4,-172.7,"OD_595",5,"TSB","Clavibacter.michiganensis..RDA.R.",1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",0.0407110840933588,0.416508554065665,0.00819907975689606,0.00277171647200362,0.0247984917207374,0.420063804352133,0.00203833030847924,53.187297013718,0.0538311381334693,0.420063804352133,0.00899616654490386,263.09685926784,0.0229966917998386,0.393552975687095,0.00161381524813803,8.13215361292831,5,1,0,3,33.9,14.3,0,24.3
